FinalID,EffectiveEffortLevel_SAFIT1,EffectiveEffortLevel_SAFIT2,Class,Order,ToleranceValue,FunctionalFeedingGroup
Neochthebius,Neochthebius,Neochthebius,Insecta,Coleoptera,5,SC
Neochthebius,Neochthebius,Neochthebius,Insecta,Coleoptera,5,P
Neochthebius vandykei,Neochthebius vandykei,Neochthebius vandykei,Insecta,Coleoptera,5,SC
Neochthebius vandykei,Neochthebius vandykei,Neochthebius vandykei,Insecta,Coleoptera,5,P
Neoclypeodytes,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neoclypeodytes amybethae,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neoclypeodytes challeti,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neoclypeodytes cinctellus,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neoclypeodytes fryii,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neoclypeodytes haroldi,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neoclypeodytes leachi,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neoclypeodytes ornatellus,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neoclypeodytes pictodes,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neoclypeodytes plicipennis,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neoclypeodytes quadripustulatus,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neoclypeodytes roughleyi,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,5,P
Neocorixa,Neocorixa,Neocorixa,Insecta,Hemiptera,8,P
Neocorixa snowi,Neocorixa,Neocorixa,Insecta,Hemiptera,8,P
Neocylloepus,Neocylloepus,Neocylloepus,Insecta,Coleoptera,4,CG
Neoelmis,Neoelmis,Neoelmis,Insecta,Coleoptera,4,CG
Neohermes,Neohermes,Neohermes,Insecta,Megaloptera,0,P
Neohermes californicus,Neohermes,Neohermes,Insecta,Megaloptera,0,P
Neohermes filicornis,Neohermes,Neohermes,Insecta,Megaloptera,0,P
Neolimnochares,Neolimnochares,Neolimnochares,Arachnida,Trombidiformes,5,P
Neomamersa,Neomamersa,Neomamersa,Arachnida,Trombidiformes,5,P
Neomideopsis,Neomideopsis,Neomideopsis,Arachnida,Trombidiformes,,P
Neomideopsis siuslawensis,Neomideopsis,Neomideopsis,Arachnida,Trombidiformes,,P
Neomysis,Neomysis,Neomysis,Malacostraca,Mysida,,CF
Neomysis mercedis,Neomysis,Neomysis,Malacostraca,Mysida,,CF
Neophylax,Neophylax,Neophylax,Insecta,Trichoptera,3,SC
Neophylax occidentis,Neophylax,Neophylax occidentalis,Insecta,Trichoptera,1,SC
Neophylax rickeri,Neophylax,Neophylax rickeri,Insecta,Trichoptera,3,SC
Neophylax smithi,Neophylax,Neophylax smithi,Insecta,Trichoptera,3,SC
Neophylax splendens,Neophylax,Neophylax splendens,Insecta,Trichoptera,2,SC
Neoplasta,Neoplasta,Neoplasta,Insecta,Diptera,6,P
Neoplea,Neoplea,Neoplea,Insecta,Hemiptera,,P
Neoplea striola,Neoplea striola,Neoplea striola,Insecta,Hemiptera,,P
Neoporus,Neoporus,Neoporus,Insecta,Coleoptera,5,P
Neoporus dimidiatus,Neoporus,Neoporus,Insecta,Coleoptera,5,P
Neoporus undulatus,Neoporus,Neoporus,Insecta,Coleoptera,5,P
Neothremma,Neothremma,Neothremma,Insecta,Trichoptera,0,SC
Neothremma alicia,Neothremma,Neothremma,Insecta,Trichoptera,0,SC
Neothremma andersoni,Neothremma,Neothremma,Insecta,Trichoptera,0,SC
Neothremma didactyla,Neothremma,Neothremma,Insecta,Trichoptera,0,SC
Neothremma genella,Neothremma,Neothremma,Insecta,Trichoptera,0,SC
Neothremma siskiyou,Neothremma,Neothremma,Insecta,Trichoptera,0,SC
Neotrichia,Neotrichia,Neotrichia,Insecta,Trichoptera,4,SC
Neotrichia blinni,Neotrichia,Neotrichia,Insecta,Trichoptera,4,SC
Neotrichia canixa group,Neotrichia canixa group,Neotrichia canixa group,Insecta,Trichoptera,4,SC
Neotrichia halia,Neotrichia,Neotrichia,Insecta,Trichoptera,4,SC
Neotrichia okapa,Neotrichia,Neotrichia,Insecta,Trichoptera,4,SC
Neotrichia olorino,Neotrichia,Neotrichia,Insecta,Trichoptera,4,SC
Neotrichia osmena,Neotrichia,Neotrichia,Insecta,Trichoptera,4,SC
Neotrichia sandyae,Neotrichia,Neotrichia,Insecta,Trichoptera,4,SC
Neotrichia sonoroa,Neotrichia,Neotrichia,Insecta,Trichoptera,4,SC
Neotyrrellia,Neotyrrellia,Neotyrrellia,Arachnida,Trombidiformes,5,P
Nephelopsis,Nephelopsis,Nephelopsis,Hirudinea,Arhynchobdellida,,P
Nephelopsis obscura,Nephelopsis obscura,Nephelopsis obscura,Hirudinea,Arhynchobdellida,,P
Nepidae,Nepidae,Nepidae,Insecta,Hemiptera,,P
Nepticulidae,Nepticulidae,Nepticulidae,Insecta,Lepidoptera,5,SH
Nereis,Nereis,Nereis,Polychaeta,Aciculata,,CG
Nereis limnicola,Nereis,Nereis limnicola,Polychaeta,Aciculata,,CG
Nereis succinea,Nereis,Nereis succinea,Polychaeta,Aciculata,,CG
Neritina,Neritina,Neritina,Gastropoda,Neritinacea,,SC
Neritinacea,Neritinacea,Neritinacea,Gastropoda,Neritinacea,,SC
Nerophilus,Nerophilus,Nerophilus,Insecta,Trichoptera,0,SH
Nerophilus californicus,Nerophilus californicus,Nerophilus californicus,Insecta,Trichoptera,0,SH
Nerthra,Nerthra,Nerthra,Insecta,Hemiptera,,P
Nerthra manni,Nerthra,Nerthra,Insecta,Hemiptera,,P
Nerthra martini,Nerthra,Nerthra,Insecta,Hemiptera,,P
Nerthra mexicana,Nerthra,Nerthra,Insecta,Hemiptera,,P
Neumania,Neumania,Neumania,Arachnida,Trombidiformes,5,P
Nilobezzia,Nilobezzia,Nilobezzia,Insecta,Diptera,6,P
Nilotanypus,Chironomidae,Nilotanypus,Insecta,Diptera,6,P
Nilotanypus fimbriatus,Chironomidae,Nilotanypus,Insecta,Diptera,6,P
Nilothauma,Chironomidae,Nilothauma,Insecta,Diptera,6,CG
Nilothauma babiyi,Chironomidae,Nilothauma,Insecta,Diptera,6,CG
Nilothauma mirabile,Chironomidae,Nilothauma,Insecta,Diptera,6,CG
Nixe,Nixe,Nixe,Insecta,Ephemeroptera,2,SC
Nixe kennedyi,Nixe kennedyi,Nixe kennedyi,Insecta,Ephemeroptera,2,SC
Noteridae,Noteridae,Noteridae,Insecta,Coleoptera,,P
Nothotrichia,Nothotrichia,Nothotrichia,Insecta,Trichoptera,4,PH
Nothotrichia shasta,Nothotrichia shasta,Nothotrichia shasta,Insecta,Trichoptera,4,PH
Notiphila,Notiphila,Notiphila,Insecta,Diptera,6,CG
Notonecta,Notonecta,Notonecta,Insecta,Hemiptera,10,P
Notonecta hoffmani,Notonecta,Notonecta,Insecta,Hemiptera,10,P
Notonecta hoffmani,Notonecta,Notonecta,Insecta,Hemiptera,,P
Notonecta indica,Notonecta,Notonecta,Insecta,Hemiptera,,P
Notonecta indica,Notonecta,Notonecta,Insecta,Hemiptera,10,P
Notonecta irrorata,Notonecta,Notonecta,Insecta,Hemiptera,10,P
Notonecta irrorata,Notonecta,Notonecta,Insecta,Hemiptera,,P
Notonecta kirbyi,Notonecta,Notonecta,Insecta,Hemiptera,10,P
Notonecta kirbyi,Notonecta,Notonecta,Insecta,Hemiptera,,P
Notonecta lobata,Notonecta,Notonecta,Insecta,Hemiptera,10,P
Notonecta lobata,Notonecta,Notonecta,Insecta,Hemiptera,,P
Notonecta repanda,Notonecta,Notonecta,Insecta,Hemiptera,10,P
Notonecta repanda,Notonecta,Notonecta,Insecta,Hemiptera,,P
Notonecta shooterii,Notonecta,Notonecta,Insecta,Hemiptera,10,P
Notonecta shooterii,Notonecta,Notonecta,Insecta,Hemiptera,,P
Notonecta spinosa,Notonecta,Notonecta,Insecta,Hemiptera,,P
Notonecta spinosa,Notonecta,Notonecta,Insecta,Hemiptera,10,P
Notonecta undulata,Notonecta,Notonecta,Insecta,Hemiptera,10,P
Notonecta undulata,Notonecta,Notonecta,Insecta,Hemiptera,,P
Notonecta unifasciata,Notonecta,Notonecta,Insecta,Hemiptera,,P
Notonecta unifasciata,Notonecta,Notonecta,Insecta,Hemiptera,10,P
Notonectidae,Notonectidae,Notonectidae,Insecta,Hemiptera,,P
Nyctiophylax,Nyctiophylax,Nyctiophylax,Insecta,Trichoptera,6,P
Nyctiophylax moestus,Nyctiophylax moestus,Nyctiophylax moestus,Insecta,Trichoptera,6,P
Ochlerotatus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus aboriginis,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus aloponotum,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus bicristatus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus burgeri,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus campestris,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus cataphylla,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus clivis,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus communis,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus deserticola,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus dorsalis,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus epactius,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus excrucians,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus fitchii,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus flavescens,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus hendersoni,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus hexodontus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus impiger,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus implicatus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus increpitus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus intrudens,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus japonicus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus melanimon,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus monticola,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus muelleri,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus nevadensis,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus nigromaculatus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus niphadopsis,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus papago,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus provocans,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus pullatus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus purpureipes,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus schizopinax,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus sierrensis,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus sollicitans,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus squamiger,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus sticticus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus taeniorhynchus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus tahoensis,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus thelcter,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus trivittatus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus varipalpus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus ventrovittus,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochlerotatus washinoi,Ochlerotatus,Ochlerotatus,Insecta,Diptera,8,CF
Ochrotrichia,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia alexanderi,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia alsea,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia argentea,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia arizonica,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia buccata,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia burdicki,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia dactylophora,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia hadria,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia honeyi,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia ildria,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia logana,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia lometa,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia lucia,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia mono,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia nacora,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia okanoganensis,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia oregona,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia phenosa,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia quadrispina,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia rothi,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia salaris,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia spinulata,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia stylata,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia tarsalis,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia tenuata,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia trapoiza,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochrotrichia vertreesi,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,4,PH
Ochteridae,Ochteridae,Ochteridae,Insecta,Hemiptera,,P
Ochterus,Ochterus,Ochterus,Insecta,Hemiptera,,P
Ochterus barberi,Ochterus barberi,Ochterus barberi,Insecta,Hemiptera,,P
Ochterus perbosci,Ochterus,Ochterus,Insecta,Hemiptera,,P
Ochterus rotundus,Ochterus,Ochterus,Insecta,Hemiptera,,P
Ochthebius,Ochthebius,Ochthebius,Insecta,Coleoptera,5,P
Ochthebius,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius apache,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius arenicolus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius arizonicus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius aztecus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius biinicisus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius bisinuatus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius borealis,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius brevipennis,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius californicus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius costipennis,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius crassalus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius crenatus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius cribricollis,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius discretus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius discretus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,P
Ochthebius gruwelli,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius interruptus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius leechi,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius lineatus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius madrensis,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius marinus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius martini,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius mimicus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius orbus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius pacificus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius puncticollis,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius recticulus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius rectus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius rectusalus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius richmondi,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius sculptoides,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius sculptus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,P
Ochthebius sculptus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius sierrensis,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius similis,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius tubus,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Ochthebius uniformis,Ochthebius,Ochthebius,Insecta,Coleoptera,5,SC
Octogomphus,Octogomphus,Octogomphus,Insecta,Odonata,4,P
Octogomphus specularis,Octogomphus specularis,Octogomphus specularis,Insecta,Odonata,4,P
Odonata,Odonata,Odonata,Insecta,Odonata,,P
Odontoceridae,Odontoceridae,Odontoceridae,Insecta,Trichoptera,0,SH
Odontomesa,Chironomidae,Odontomesa,Insecta,Diptera,4,CG
Odontomyia,Odontomyia,Odontomyia,Insecta,Diptera,5,CG
Odontomyia/ Hedriodiscus,Odontomyia/ Hedriodiscus,Odontomyia/ Hedriodiscus,Insecta,Diptera,8,CG
Oecetis,Oecetis,Oecetis,Insecta,Trichoptera,8,P
Oecetis arizonica,Oecetis,Oecetis arizonica,Insecta,Trichoptera,8,P
Oecetis avara,Oecetis,Oecetis avara,Insecta,Trichoptera,8,P
Oecetis disjuncta,Oecetis,Oecetis disjuncta,Insecta,Trichoptera,8,P
Oecetis inconspicua,Oecetis,Oecetis inconspicua,Insecta,Trichoptera,8,P
Oecetis metlacensis,Oecetis,Oecetis metlacensis,Insecta,Trichoptera,8,P
Oecetis ochracea,Oecetis,Oecetis ochracea,Insecta,Trichoptera,8,P
Oemopteryx,Oemopteryx,Oemopteryx,Insecta,Plecoptera,2,OM
Oemopteryx leei,Oemopteryx,Oemopteryx,Insecta,Plecoptera,2,OM
Oemopteryx vanduzeea,Oemopteryx vanduzeea,Oemopteryx vanduzeea,Insecta,Plecoptera,2,OM
Oligochaeta,Oligochaeta,Oligochaeta,Oligochaeta,,5,CG
Oligophlebodes,Oligophlebodes,Oligophlebodes,Insecta,Trichoptera,0,SC
Oligophlebodes minutus,Oligophlebodes,Oligophlebodes,Insecta,Trichoptera,0,SC
Oligophlebodes mostbento,Oligophlebodes,Oligophlebodes,Insecta,Trichoptera,0,SC
Oligophlebodes ruthae,Oligophlebodes,Oligophlebodes,Insecta,Trichoptera,0,SC
Oligophlebodes sierra,Oligophlebodes,Oligophlebodes,Insecta,Trichoptera,0,SC
Oligophlebodes sigma,Oligophlebodes,Oligophlebodes,Insecta,Trichoptera,0,SC
Omophron,Omophron,Omophron,Insecta,Coleoptera,,P
Omophron americanus,Omophron,Omophron,Insecta,Coleoptera,,P
Omophron dentatus,Omophron,Omophron,Insecta,Coleoptera,,P
Omophron gilae,Omophron,Omophron,Insecta,Coleoptera,,P
Omophron obliteratus,Omophron,Omophron,Insecta,Coleoptera,,P
Omophron ovalis,Omophron,Omophron,Insecta,Coleoptera,,P
Omophron solidus,Omophron,Omophron,Insecta,Coleoptera,,P
Omophron tesselatus,Omophron,Omophron,Insecta,Coleoptera,,P
Onocosmoecus,Onocosmoecus,Onocosmoecus,Insecta,Trichoptera,1,SH
Onocosmoecus sequoiae,Onocosmoecus,Onocosmoecus,Insecta,Trichoptera,1,SH
Onocosmoecus unicolor,Onocosmoecus,Onocosmoecus,Insecta,Trichoptera,1,OM
Ophidonais,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Ophidonais serpentina,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Ophiogomphus,Ophiogomphus,Ophiogomphus,Insecta,Odonata,4,P
Ophiogomphus arizonicus,Ophiogomphus,Ophiogomphus,Insecta,Odonata,4,P
Ophiogomphus bison,Ophiogomphus,Ophiogomphus,Insecta,Odonata,4,P
Ophiogomphus morrisoni,Ophiogomphus,Ophiogomphus,Insecta,Odonata,4,P
Ophiogomphus occidentis,Ophiogomphus,Ophiogomphus,Insecta,Odonata,4,P
Ophiogomphus severus,Ophiogomphus,Ophiogomphus,Insecta,Odonata,4,P
Oplonaeshna,Oplonaeshna,Oplonaeshna,Insecta,Odonata,5,P
Oplonaeshna armata,Oplonaeshna armata,Oplonaeshna armata,Insecta,Odonata,5,P
Optioservus,Optioservus,Optioservus,Insecta,Coleoptera,4,SC
Optioservus canus,Optioservus,Optioservus,Insecta,Coleoptera,4,SC
Optioservus divergens,Optioservus,Optioservus,Insecta,Coleoptera,4,SC
Optioservus heteroclitus,Optioservus,Optioservus,Insecta,Coleoptera,4,SC
Optioservus quadrimaculatus,Optioservus,Optioservus,Insecta,Coleoptera,4,SC
Optioservus seriatus,Optioservus,Optioservus,Insecta,Coleoptera,4,SC
Oravelia,Oravelia,Oravelia,Insecta,Hemiptera,,P
Oravelia pege,Oravelia pege,Oravelia pege,Insecta,Hemiptera,,P
Orconectes,Orconectes,Orconectes,Malacostraca,Decapoda,6,SH
Orconectes limosus,Orconectes,Orconectes,Malacostraca,Decapoda,6,SH
Orconectes neglectus,Orconectes,Orconectes,Malacostraca,Decapoda,,SH
Orconectes virilis,Orconectes,Orconectes,Malacostraca,Decapoda,6,SH
Ordobrevia,Ordobrevia,Ordobrevia,Insecta,Coleoptera,4,SC
Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera,Insecta,Coleoptera,4,SC
Oreodytes,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes abbreviatus,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes alaskanus,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes angustior,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes congruus,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes crassulus,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes humboldtensis,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes laevis,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes obesus,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes picturatus,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes quadrimaculatus,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes rhyacophilus,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes rivalis,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes scitulus,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes sierrae,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes snoqualmie,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreodytes subrotundus,Oreodytes,Oreodytes,Insecta,Coleoptera,5,P
Oreogeton,Oreogeton,Oreogeton,Insecta,Diptera,6,P
Oreoleptidae,Oreoleptidae,Oreoleptidae,Insecta,Diptera,,P
Oreoleptis,Oreoleptis,Oreoleptis,Insecta,Diptera,,P
Oreoleptis torrenticola,Oreoleptis,Oreoleptis,Insecta,Diptera,,P
Ormosia,Ormosia,Ormosia,Insecta,Diptera,3,CG
Orohermes,Orohermes,Orohermes,Insecta,Megaloptera,0,P
Orohermes crepusculus,Orohermes crepusculus,Orohermes crepusculus,Insecta,Megaloptera,0,P
Oroperla,Oroperla,Oroperla,Insecta,Plecoptera,2,P
Oroperla barbara,Oroperla barbara,Oroperla barbara,Insecta,Plecoptera,2,P
Orthemis,Orthemis,Orthemis,Insecta,Odonata,9,P
Orthemis discolor,Orthemis,Orthemis,Insecta,Odonata,9,P
Orthemis ferruginea,Orthemis ferruginea,Orthemis ferruginea,Insecta,Odonata,9,P
Orthocladiinae,Chironomidae,Orthocladiinae,Insecta,Diptera,5,CG
Orthocladiini,Chironomidae,Orthocladiini,Insecta,Diptera,,CG
Orthocladius,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
Orthocladius (Eudactylocladius),Chironomidae,Orthocladius (Eudactylocladius),Insecta,Diptera,6,CG
Orthocladius (Euorthocladius),Chironomidae,Orthocladius (Euorthocladius),Insecta,Diptera,6,CG
Orthocladius (Symposiocladius),Chironomidae,Orthocladius (Symposiocladius),Insecta,Diptera,6,CG
Orthocladius appersoni,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
Orthocladius barbicornis,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
Orthocladius carlatus,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
Orthocladius complex,Chironomidae,Orthocladius complex,Insecta,Diptera,6,CG
Orthocladius dentifer,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
Orthocladius dorenus,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
Orthocladius dubitatus,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
Orthocladius frigidus,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
Orthocladius hellenthali,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
Orthocladius lignicola,Chironomidae,Orthocladius lignicola,Insecta,Diptera,6,CG
Orthocladius luteipes,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
Orthocladius mallochi,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
Orthocladius obumbratus,Chironomidae,Orthocladius,Insecta,Diptera,6,CG
